title,slug,city,location_name,target_date,target_extreme,target_unit,station_id,resolution_source_url,source_domain,description,target_day_of_year,target_day_of_year_sin,target_day_of_year_cos,target_month,target_is_weekend,target_is_max,station_latitude,station_longitude,station_elevation_m,station_country,station_id_hash,source_domain_hash,has_station_coordinates,forecast_provider,forecast_temp_max_c,forecast_temp_min_c,forecast_temp_mean_c,forecast_temp_spread_c,forecast_hourly_count,observation_provider,latest_observation_temp_c,latest_observation_dewpoint_c,latest_observation_pressure_hpa,latest_observation_wind_speed_mps,observation_age_hours,station_verified,station_verification_reason,baseline_prediction_c,gbm_prediction_c,station_bias_c,corrected_prediction_c,bias_correction_applied,corrected_prediction_f,corrected_prediction_resolution_unit,corrected_prediction_resolution_value,model_name,created_at
Highest temperature in Warsaw on May 11?,highest-temperature-in-warsaw-on-may-11-2026,Warsaw,Warsaw Chopin,2026-05-11,max,celsius,EPWA,https://www.wunderground.com/history/daily/pl/warsaw/EPWA,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Warsaw Chopin Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Warsaw Chopin Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/pl/warsaw/EPWA.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,52.163,20.961,107.0,PL,2827,3181,1,open_meteo,22.3,9.2,15.7,13.1,24,,,,,,,1,station verified,22.3,21.467077003580087,0.4054,21.061677003580087,1,69.91101860644416,celsius,21.061677003580087,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Lowest temperature in Tokyo on May 11?,lowest-temperature-in-tokyo-on-may-11-2026,Tokyo,Tokyo Haneda,2026-05-11,min,celsius,RJTT,https://www.wunderground.com/history/daily/jp/tokyo/RJTT,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Tokyo Haneda Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Tokyo Haneda Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/jp/tokyo/RJTT.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,0,35.553,139.781,5.0,JP,7278,3181,1,open_meteo,21.4,16.3,18.8,5.099999999999998,24,,,,,,,1,station verified,16.3,15.815554154473123,-0.3999,16.21545415447312,1,61.18781747805162,celsius,16.21545415447312,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Lowest temperature in London on May 10?,lowest-temperature-in-london-on-may-10-2026,London,London City,2026-05-10,min,celsius,EGLC,https://www.wunderground.com/history/daily/gb/london/EGLC,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the London City Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the London City Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/gb/london/EGLC.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",130,0.7894179103280199,-0.6138561418226117,5,1,0,51.505,0.055,10.0,GB,7897,3181,1,open_meteo,13.2,8.7,11.6,4.5,24,,,,,,,1,station verified,8.7,7.65242244406553,-0.1473,7.79972244406553,1,46.03950039931796,celsius,7.79972244406553,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Lowest temperature in Shanghai on May 10?,lowest-temperature-in-shanghai-on-may-10-2026,Shanghai,Shanghai Pudong International,2026-05-10,min,celsius,ZSPD,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Shanghai Pudong International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Shanghai Pudong International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/shanghai/ZSPD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",130,0.7894179103280199,-0.6138561418226117,5,1,0,31.146,121.8,4.0,CN,4838,3181,1,open_meteo,23.4,14.1,18.7,9.3,24,,,,,,,1,station verified,14.1,14.057343538083353,-0.0083,14.065643538083354,1,57.31815836855004,celsius,14.065643538083354,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Cape Town on May 11?,highest-temperature-in-cape-town-on-may-11-2026,Cape Town,Cape Town International,2026-05-11,max,celsius,FACT,https://www.wunderground.com/history/daily/za/matroosfontein/FACT,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Cape Town International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Cape Town International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/za/matroosfontein/FACT.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,-33.965,18.602,48.0,ZA,6717,3181,1,open_meteo,16.9,8.9,14.1,7.999999999999998,24,,,,,,,1,station verified,16.9,16.89813162719044,-0.0152,16.91333162719044,1,62.443996928942795,celsius,16.91333162719044,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Sao Paulo on May 11?,highest-temperature-in-sao-paulo-on-may-11-2026,Sao Paulo,Sao Paulo-Guarulhos International,2026-05-11,max,celsius,SBGR,https://www.wunderground.com/history/daily/br/guarulhos/SBGR,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Sao Paulo-Guarulhos International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Sao Paulo-Guarulhos International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/br/guarulhos/SBGR.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,-23.432,-46.469,745.0,BR,251,3181,1,open_meteo,19.8,8.4,13.8,11.4,24,,,,,,,1,station verified,19.8,19.779746347195328,-0.0074,19.78714634719533,1,67.61686342495159,celsius,19.78714634719533,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Lowest temperature in Shanghai on May 11?,lowest-temperature-in-shanghai-on-may-11-2026,Shanghai,Shanghai Pudong International,2026-05-11,min,celsius,ZSPD,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,wunderground.com,"This market will resolve to the temperature range that contains the lowest temperature recorded at the Shanghai Pudong International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the lowest temperature recorded for all times on this day by the Forecast for the Shanghai Pudong International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/shanghai/ZSPD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,0,31.146,121.8,4.0,CN,4838,3181,1,open_meteo,27.2,17.5,21.6,9.7,24,,,,,,,1,station verified,17.5,17.45004280422307,-0.0083,17.45834280422307,1,63.42501704760152,celsius,17.45834280422307,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Moscow on May 11?,highest-temperature-in-moscow-on-may-11-2026,Moscow,Vnukovo International Airport,2026-05-11,max,celsius,UUWW,https://www.weather.gov/wrh/timeseries?site=UUWW,weather.gov,"This market will resolve to the temperature range that contains the highest temperature recorded by NOAA at the Vnukovo International Airport in degrees Celsius on 5 May '26.

The resolution source for this market will be information from NOAA, specifically the highest reading under the ""Temp"" column on the specified date once information is finalized for all hours on that date, available here: https://www.weather.gov/wrh/timeseries?site=UUWW

To toggle between Fahrenheit and Celsius, click the ""Switch to Metric Units"" button until the relevant table displays °C.

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,55.592,37.261,195.0,RU,6881,4546,1,open_meteo,11.5,7.0,9.5,4.5,24,,,,,,,1,station verified,11.5,11.730418548696813,-0.1867,11.917118548696813,1,53.450813387654264,celsius,11.917118548696813,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Mexico City on May 10?,highest-temperature-in-mexico-city-on-may-10-2026,Mexico City,Benito Juárez International,2026-05-10,max,celsius,MMMX,https://www.wunderground.com/history/daily/mx/mexico-city/MMMX,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Benito Juárez International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Benito Juárez International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/mx/mexico-city/MMMX.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",130,0.7894179103280199,-0.6138561418226117,5,1,1,19.436,-99.072,2224.0,MX,1542,3181,1,open_meteo,26.9,15.1,18.9,11.8,24,,,,,,,1,station verified,26.9,26.830578819833335,-0.0214,26.851978819833334,1,80.3335618757,celsius,26.851978819833334,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Shanghai on May 12?,highest-temperature-in-shanghai-on-may-12-2026,Shanghai,Shanghai Pudong International,2026-05-12,max,celsius,ZSPD,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Shanghai Pudong International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Shanghai Pudong International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/shanghai/ZSPD.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",132,0.7678804460366001,-0.6405931786981751,5,0,1,31.146,121.8,4.0,CN,4838,3181,1,open_meteo,28.4,18.7,22.3,9.7,24,,,,,,,1,station verified,28.4,28.38322787498095,-0.0083,28.391527874980948,1,83.1047501749657,celsius,28.391527874980948,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Hong Kong on May 12?,highest-temperature-in-hong-kong-on-may-12-2026,Hong Kong,Hong Kong Observatory,2026-05-12,max,celsius,HKO,https://www.weather.gov.hk/en/cis/climat.htm,weather.gov.hk,"This market will resolve to the temperature range that contains the highest temperature recorded by the Hong Kong Observatory in degrees Celsius on 5 May '26.

The resolution source for this market will be information from the Hong Kong Observatory, specifically the ""Absolute Daily Max (deg. C)"" the specified date once information is finalized in the relevant ""Daily Extract"", available here: https://www.weather.gov.hk/en/cis/climat.htm

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures in Celsius to one decimal place (eg, 9.1°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",132,0.7678804460366001,-0.6405931786981751,5,0,1,22.301944,114.174167,32.0,HK,8459,9590,1,open_meteo,28.8,23.1,25.4,5.699999999999999,24,,,,,,,1,station verified,28.8,28.809955283841255,0.0001,28.809855283841255,1,83.85773951091426,celsius,28.809855283841255,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Jeddah on May 12?,highest-temperature-in-jeddah-on-may-12-2026,Jeddah,King Abdulaziz International,2026-05-12,max,celsius,OEJN,https://www.wunderground.com/history/daily/sa/jeddah/OEJN,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the King Abdulaziz International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the King Abdulaziz International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/sa/jeddah/OEJN.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",132,0.7678804460366001,-0.6405931786981751,5,0,1,21.685,39.166,8.0,SA,1019,3181,1,open_meteo,36.0,25.6,30.7,10.4,24,,,,,,,1,station verified,36.0,36.00904666801352,-0.0074,36.016446668013515,1,96.82960400242432,celsius,36.016446668013515,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Istanbul on May 11?,highest-temperature-in-istanbul-on-may-11-2026,Istanbul,Istanbul Airport,2026-05-11,max,celsius,LTFM,https://www.weather.gov/wrh/timeseries?site=LTFM,weather.gov,"This market will resolve to the temperature range that contains the highest temperature recorded by NOAA at the Istanbul Airport in degrees Celsius on 5 May '26.

The resolution source for this market will be information from NOAA, specifically the highest reading under the ""Temp"" column on the specified date once information is finalized for all hours on that date, available here: https://www.weather.gov/wrh/timeseries?site=LTFM

To toggle between Fahrenheit and Celsius, click the ""Switch to Metric Units"" button until the relevant table displays °C.

This market can not resolve to ""Yes"" until data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,41.262,28.74,99.0,TR,7240,4546,1,open_meteo,22.5,12.6,17.4,9.9,24,,,,,,,1,station verified,22.5,22.55274947026582,-0.1432,22.69594947026582,1,72.85270904647848,celsius,22.69594947026582,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Tokyo on May 12?,highest-temperature-in-tokyo-on-may-12-2026,Tokyo,Tokyo Haneda,2026-05-12,max,celsius,RJTT,https://www.wunderground.com/history/daily/jp/tokyo/RJTT,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Tokyo Haneda Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Tokyo Haneda Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/jp/tokyo/RJTT.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",132,0.7678804460366001,-0.6405931786981751,5,0,1,35.553,139.781,5.0,JP,7278,3181,1,open_meteo,22.7,16.3,19.1,6.399999999999999,24,,,,,,,1,station verified,22.7,22.861593533545626,-0.3999,23.261493533545625,1,73.87068836038213,celsius,23.261493533545625,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Shenzhen on May 11?,highest-temperature-in-shenzhen-on-may-11-2026,Shenzhen,Shenzhen Bao'an International,2026-05-11,max,celsius,ZGSZ,https://www.wunderground.com/history/daily/cn/shenzhen/ZGSZ,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Shenzhen Bao'an International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Shenzhen Bao'an International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/shenzhen/ZGSZ.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,22.639,113.803,18.0,CN,7833,3181,1,open_meteo,29.5,21.6,25.2,7.899999999999999,24,,,,,,,1,station verified,29.5,29.499587300027336,-0.0037,29.503287300027335,1,85.1059171400492,celsius,29.503287300027335,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Manila on May 11?,highest-temperature-in-manila-on-may-11-2026,Manila,Ninoy Aquino International,2026-05-11,max,celsius,RPLL,https://www.wunderground.com/history/daily/ph/manila/RPLL,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Ninoy Aquino International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Ninoy Aquino International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/ph/manila/RPLL.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,14.507,121.004,15.0,PH,6548,3181,1,open_meteo,35.8,27.5,31.1,8.299999999999997,24,,,,,,,1,station verified,35.8,35.800882972025995,-0.0031,35.803982972026,1,96.4471693496468,celsius,35.803982972026,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Panama City on May 10?,highest-temperature-in-panama-city-on-may-10-2026,Panama City,Marcos A. Gelabert Intl,2026-05-10,max,celsius,MPMG,https://www.wunderground.com/history/daily/pa/panama-city/MPMG,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Marcos A. Gelabert Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Marcos A. Gelabert Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/pa/panama-city/MPMG.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",130,0.7894179103280199,-0.6138561418226117,5,1,1,8.967,-79.555,6.0,PA,9938,3181,1,open_meteo,32.8,25.8,28.4,6.9999999999999964,24,,,,,,,1,station verified,32.8,32.78688062830658,-0.0249,32.81178062830658,1,91.06120513095183,celsius,32.81178062830658,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Kuala Lumpur on May 11?,highest-temperature-in-kuala-lumpur-on-may-11-2026,Kuala Lumpur,Kuala Lumpur Intl,2026-05-11,max,celsius,WMKK,https://www.wunderground.com/history/daily/my/sepang-district/WMKK,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Kuala Lumpur Intl Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Kuala Lumpur Intl Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/my/sepang-district/WMKK.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,2.747,101.714,21.0,MY,7729,3181,1,open_meteo,30.5,23.8,27.1,6.699999999999999,24,,,,,,,1,station verified,30.5,30.501789490789033,-0.0057,30.507489490789034,1,86.91348108342027,celsius,30.507489490789034,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Guangzhou on May 11?,highest-temperature-in-guangzhou-on-may-11-2026,Guangzhou,Guangzhou Baiyun International,2026-05-11,max,celsius,ZGGG,https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Guangzhou Baiyun International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Guangzhou Baiyun International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,23.392,113.307,11.0,CN,3007,3181,1,open_meteo,30.2,21.5,25.9,8.7,24,,,,,,,1,station verified,30.2,30.198744051539133,-0.0029,30.201644051539134,1,86.36295929277044,celsius,30.201644051539134,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Los Angeles on May 11?,highest-temperature-in-los-angeles-on-may-11-2026,Los Angeles,Los Angeles International,2026-05-11,max,fahrenheit,KLAX,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Los Angeles International Airport Station in degrees Fahrenheit on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Los Angeles International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,33.93817,-118.3866,30.0,US,1534,3181,1,open_meteo,19.5,14.0,15.8,5.5,24,,,,,,,1,station verified,19.5,19.482467599739568,-0.0156,19.498067599739567,1,67.09652167953122,fahrenheit,67.09652167953122,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Lagos on May 11?,highest-temperature-in-lagos-on-may-11-2026,Lagos,Murtala Muhammad International,2026-05-11,max,celsius,DNMM,https://www.wunderground.com/history/daily/ng/lagos/DNMM,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Murtala Muhammad International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Murtala Muhammad International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/ng/lagos/DNMM.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,6.577,3.321,27.0,NG,4663,3181,1,open_meteo,31.0,25.6,27.8,5.399999999999999,24,,,,,,,1,station verified,31.0,30.987363809737843,-0.0273,31.014663809737844,1,87.82639485752813,celsius,31.014663809737844,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
Highest temperature in Mexico City on May 11?,highest-temperature-in-mexico-city-on-may-11-2026,Mexico City,Benito Juárez International,2026-05-11,max,celsius,MMMX,https://www.wunderground.com/history/daily/mx/mexico-city/MMMX,wunderground.com,"This market will resolve to the temperature range that contains the highest temperature recorded at the Benito Juárez International Airport Station in degrees Celsius on 5 May '26.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the Benito Juárez International Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/mx/mexico-city/MMMX.

To toggle between Fahrenheit and Celsius, click the gear icon next to the search bar and switch the Temperature setting between °F and °C.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Celsius (eg, 9°C). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.",131,0.7787639308347607,-0.6273170968742938,5,0,1,19.436,-99.072,2224.0,MX,1542,3181,1,open_meteo,23.6,13.6,17.4,10.000000000000002,24,,,,,,,1,station verified,23.6,23.522378649683816,-0.0214,23.543778649683816,1,74.37880156943086,celsius,23.543778649683816,sklearn_hist_gradient_boosting_bias_corrector,2026-05-10T21:45:28+00:00
